T, M, MD, MT
81.7, 7.238035, 7.345276, 7.603865
81.8, 7.237359, 7.344052, 7.605439
81.9, 7.241469, 7.344781, 7.60344
82, 7.241564, 7.342093, 7.604459
82.1, 7.238741, 7.343837, 7.599817
82.2, 7.239006, 7.344142, 7.598618
82.3, 7.23854, 7.344971, 7.601796
82.4, 7.237078, 7.343042, 7.598263
82.5, 7.239056, 7.344407, 7.600292
82.6, 7.23818, 7.343082, 7.600797
82.7, 7.238505, 7.343657, 7.599248
82.8, 7.239096, 7.343177, 7.598628
82.9, 7.241314, 7.344501, 7.601801
83, 7.237048, 7.346785, 7.601381
83.1, 7.239462, 7.344816, 7.599377
83.2, 7.235852, 7.341099, 7.600287
83.3, 7.233228, 7.345281, 7.600617
83.4, 7.234199, 7.341223, 7.597983
83.5, 7.233719, 7.341438, 7.597659
83.6, 7.238946, 7.33929, 7.602361
83.7, 7.240278, 7.336566, 7.597923
83.8, 7.234124, 7.33874, 7.599502
83.9, 7.232001, 7.337116, 7.599333
84, 7.230409, 7.338645, 7.598573
84.1, 7.232872, 7.341278, 7.596279
84.2, 7.232367, 7.33827, 7.601851
84.3, 7.232076, 7.336441, 7.598903
84.4, 7.234915, 7.340649, 7.59539
84.5, 7.23152, 7.338595, 7.594016
84.6, 7.23479, 7.339505, 7.593911
84.7, 7.236748, 7.336341, 7.595785
84.8, 7.234194, 7.337661, 7.59529
84.9, 7.230294, 7.339704, 7.594525
85, 7.234515, 7.340604, 7.595695
85.1, 7.231866, 7.335132, 7.5944
85.2, 7.235216, 7.333653, 7.596219
85.3, 7.232021, 7.334058, 7.59506
85.4, 7.234204, 7.336971, 7.596824
85.5, 7.232978, 7.333713, 7.595865
85.6, 7.236032, 7.332948, 7.593981
85.7, 7.235791, 7.332824, 7.59445
85.8, 7.233769, 7.334298, 7.59578
85.9, 7.231546, 7.333328, 7.593356
86, 7.229623, 7.333728, 7.595935
86.1, 7.23094, 7.332923, 7.594291
86.2, 7.228511, 7.333283, 7.593791
86.3, 7.228161, 7.332909, 7.594321
86.4, 7.22787, 7.334133, 7.593906
86.5, 7.228591, 7.333708, 7.594246
86.6, 7.228031, 7.333703, 7.591342
86.7, 7.226268, 7.335522, 7.588679
86.8, 7.230189, 7.335207, 7.594785
86.9, 7.229367, 7.334577, 7.593431
87, 7.227845, 7.333728, 7.591202
87.1, 7.22754, 7.330985, 7.589683
87.2, 7.229513, 7.328266, 7.590433
87.3, 7.228606, 7.330205, 7.593191
87.4, 7.229012, 7.329441, 7.590523
87.5, 7.229458, 7.326243, 7.587934
87.6, 7.225056, 7.327627, 7.589713
87.7, 7.224966, 7.328491, 7.590533
87.8, 7.222177, 7.327912, 7.58685
87.9, 7.222848, 7.329576, 7.587555
88, 7.224526, 7.325803, 7.588219
88.1, 7.223569, 7.328256, 7.5871
88.2, 7.221797, 7.328406, 7.589059
88.3, 7.222533, 7.328621, 7.589423
88.4, 7.222393, 7.329196, 7.588889
88.5, 7.224786, 7.328306, 7.591023
88.6, 7.223404, 7.327427, 7.590943
88.7, 7.222603, 7.328976, 7.587934
88.8, 7.222238, 7.330435, 7.589104
88.9, 7.222613, 7.327592, 7.588164
89, 7.221617, 7.327996, 7.589978
89.1, 7.219884, 7.327297, 7.590188
89.2, 7.222223, 7.328326, 7.592252
89.3, 7.223234, 7.324673, 7.58768
89.4, 7.2242, 7.324963, 7.588719
89.5, 7.22402, 7.325723, 7.590193
89.6, 7.222518, 7.323829, 7.590153
89.7, 7.22391, 7.324833, 7.587735
89.8, 7.222803, 7.322025, 7.582623
89.9, 7.222032, 7.32284, 7.585421
90, 7.219283, 7.324249, 7.583497
90.1, 7.218678, 7.322595, 7.585331
90.2, 7.217186, 7.323564, 7.584616
90.3, 7.221747, 7.32277, 7.585291
90.4, 7.217561, 7.322035, 7.584671
90.5, 7.217135, 7.323849, 7.58704
90.6, 7.217165, 7.321815, 7.58661
90.7, 7.219008, 7.320486, 7.582363
90.8, 7.217536, 7.322755, 7.584781
90.9, 7.215743, 7.325043, 7.582538
91, 7.216389, 7.32251, 7.583832
91.1, 7.217221, 7.324688, 7.583682
91.2, 7.218402, 7.324049, 7.585571
91.3, 7.219344, 7.323919, 7.585601
91.4, 7.218427, 7.324668, 7.583052
91.5, 7.216715, 7.323549, 7.582668
91.6, 7.217456, 7.324524, 7.583657
91.7, 7.2166, 7.321276, 7.584511
91.8, 7.21698, 7.321735, 7.581094
91.9, 7.217211, 7.323674, 7.584052
92, 7.217596, 7.323019, 7.583412
92.1, 7.212359, 7.319816, 7.579694
92.2, 7.212519, 7.317873, 7.580494
92.3, 7.214026, 7.317493, 7.578845
92.4, 7.211973, 7.315419, 7.579205
92.5, 7.212654, 7.318807, 7.580179
92.6, 7.212895, 7.316903, 7.579699
92.7, 7.212133, 7.319851, 7.578225
92.8, 7.212013, 7.318922, 7.57898
92.9, 7.213966, 7.318112, 7.580524
93, 7.211438, 7.315949, 7.578015
93.1, 7.212584, 7.318502, 7.57844
93.2, 7.21288, 7.319047, 7.57879
93.3, 7.213746, 7.318687, 7.57944
93.4, 7.212584, 7.319252, 7.5786
93.5, 7.211693, 7.317308, 7.577151
93.6, 7.213305, 7.320711, 7.577541
93.7, 7.21294, 7.317963, 7.581313
93.8, 7.213966, 7.317263, 7.578455
93.9, 7.211227, 7.317998, 7.57895
94, 7.212174, 7.317198, 7.577046
94.1, 7.212404, 7.317268, 7.581313
94.2, 7.211272, 7.317148, 7.57886
94.3, 7.20994, 7.317328, 7.580249
94.4, 7.211908, 7.31306, 7.57903
94.5, 7.212148, 7.314904, 7.576191
94.6, 7.214717, 7.310917, 7.573953
94.7, 7.212304, 7.314295, 7.575677
94.8, 7.20639, 7.31422, 7.572084
94.9, 7.207908, 7.31346, 7.575722
95, 7.207182, 7.311506, 7.573488
95.1, 7.208143, 7.310302, 7.572599
95.2, 7.209219, 7.312416, 7.574013
95.3, 7.208523, 7.312266, 7.572719
95.4, 7.209214, 7.312911, 7.571889
95.5, 7.207562, 7.311976, 7.574418
95.6, 7.20949, 7.313865, 7.572179
95.7, 7.209625, 7.31397, 7.574373
95.8, 7.208358, 7.310897, 7.57066
95.9, 7.208083, 7.311951, 7.573973
96, 7.208924, 7.312751, 7.575237
96.1, 7.209024, 7.310787, 7.573008
96.2, 7.207767, 7.313165, 7.573933
96.3, 7.209184, 7.311801, 7.573923
96.4, 7.208508, 7.313535, 7.572594
96.5, 7.205249, 7.311197, 7.575507
96.6, 7.207612, 7.311496, 7.57058
96.7, 7.209194, 7.31376, 7.573758
96.8, 7.208463, 7.311891, 7.575377
96.9, 7.20233, 7.312116, 7.576062
97, 7.205164, 7.311122, 7.574627
97.1, 7.2027, 7.309148, 7.574937
97.2, 7.20586, 7.312606, 7.572669
97.3, 7.204328, 7.312656, 7.574932
97.4, 7.203727, 7.308563, 7.570795
97.5, 7.205089, 7.309792, 7.568871
97.6, 7.202465, 7.308898, 7.563784
97.7, 7.203557, 7.306544, 7.569655
97.8, 7.205314, 7.307639, 7.569945
97.9, 7.204323, 7.306749, 7.567207
98, 7.201058, 7.3062, 7.567287
98.1, 7.20577, 7.30536, 7.566592
98.2, 7.204758, 7.307939, 7.568706
98.3, 7.204438, 7.307209, 7.568091
98.4, 7.202775, 7.30527, 7.565838
98.5, 7.200357, 7.303251, 7.568716
98.6, 7.201193, 7.305885, 7.570745
98.7, 7.20259, 7.30545, 7.566522
98.8, 7.204353, 7.307444, 7.568161
98.9, 7.204833, 7.305335, 7.567887
99, 7.198134, 7.306989, 7.565473
99.1, 7.197954, 7.30488, 7.568781
99.2, 7.196837, 7.30495, 7.566277
99.3, 7.197969, 7.306185, 7.567377
99.4, 7.195485, 7.307584, 7.568016
99.5, 7.199816, 7.307569, 7.568016
99.6, 7.198429, 7.307674, 7.570905
99.7, 7.195651, 7.305185, 7.569366
99.8, 7.196542, 7.304776, 7.568576
99.9, 7.200532, 7.302022, 7.566987
100, 7.200582, 7.300698, 7.566013
100.1, 7.199336, 7.300828, 7.561041
100.2, 7.199926, 7.301343, 7.560861
100.3, 7.196892, 7.299034, 7.565153
100.4, 7.197518, 7.303431, 7.564863
100.5, 7.196281, 7.302617, 7.564039
100.6, 7.197879, 7.300858, 7.56167
100.7, 7.195851, 7.301632, 7.565043
100.8, 7.199135, 7.303246, 7.562825
100.9, 7.196977, 7.300673, 7.561755
101, 7.197158, 7.302692, 7.561425
101.1, 7.202044, 7.301732, 7.563264
101.2, 7.19908, 7.301512, 7.561251
101.3, 7.199736, 7.300558, 7.56233
101.4, 7.197113, 7.301188, 7.564314
101.5, 7.197533, 7.302822, 7.562485
101.6, 7.198449, 7.302872, 7.561965
101.7, 7.198394, 7.303191, 7.562425
101.8, 7.196877, 7.303476, 7.56207
101.9, 7.196086, 7.303541, 7.563984
102, 7.193758, 7.302367, 7.56277
102.1, 7.194764, 7.299614, 7.564683
102.2, 7.191164, 7.299119, 7.560351
102.3, 7.19138, 7.295381, 7.563729
102.4, 7.195385, 7.295691, 7.562605
102.5, 7.193082, 7.29707, 7.563449
102.6, 7.189662, 7.29807, 7.562535
102.7, 7.191995, 7.296121, 7.565243
102.8, 7.193798, 7.293852, 7.560831
102.9, 7.192641, 7.299509, 7.563379
103, 7.192391, 7.29678, 7.562959
103.1, 7.192291, 7.296176, 7.559681
103.2, 7.194704, 7.295056, 7.557828
103.3, 7.19159, 7.296156, 7.557533
103.4, 7.193202, 7.296331, 7.558007
103.5, 7.194899, 7.295676, 7.557158
103.6, 7.191945, 7.295446, 7.558467
103.7, 7.193583, 7.298779, 7.557278
103.8, 7.193523, 7.296575, 7.559012
103.9, 7.192651, 7.295741, 7.556993
104, 7.19186, 7.298949, 7.556793
104.1, 7.19191, 7.298494, 7.558352
104.2, 7.192716, 7.293977, 7.558812
104.3, 7.191995, 7.2971, 7.558317
104.4, 7.193728, 7.29655, 7.556858
104.5, 7.194193, 7.297365, 7.556383
104.6, 7.193377, 7.297765, 7.558317
104.7, 7.191715, 7.29769, 7.558062
104.8, 7.193753, 7.295186, 7.560731
104.9, 7.189066, 7.29677, 7.557568
105, 7.187785, 7.296241, 7.556458
105.1, 7.18796, 7.296935, 7.557943
105.2, 7.186513, 7.297025, 7.556838
105.3, 7.186643, 7.292728, 7.557298
105.4, 7.184134, 7.292323, 7.554719
105.5, 7.186933, 7.291314, 7.556758
105.6, 7.186473, 7.291389, 7.558292
105.7, 7.186908, 7.290804, 7.557623
105.8, 7.187855, 7.293347, 7.557723
105.9, 7.188315, 7.292463, 7.55383
106, 7.187169, 7.291279, 7.554804
106.1, 7.185451, 7.293457, 7.558747
106.2, 7.188075, 7.292353, 7.557363
106.3, 7.184295, 7.291788, 7.558932
106.4, 7.187499, 7.293567, 7.558422
106.5, 7.187089, 7.294247, 7.555629
106.6, 7.187219, 7.294602, 7.552516
106.7, 7.188365, 7.293557, 7.5543
106.8, 7.188325, 7.290739, 7.552701
106.9, 7.187314, 7.292618, 7.55357
107, 7.188435, 7.292588, 7.552831
107.1, 7.187134, 7.292238, 7.551906
107.2, 7.186272, 7.293287, 7.550952
107.3, 7.188471, 7.293407, 7.550847
107.4, 7.182863, 7.294252, 7.552946
107.5, 7.181651, 7.290634, 7.551756
107.6, 7.182873, 7.293492, 7.551681
107.7, 7.18456, 7.292783, 7.553835
107.8, 7.180164, 7.294422, 7.552171
107.9, 7.182928, 7.294117, 7.549453
108, 7.181115, 7.291229, 7.552741
108.1, 7.182582, 7.285942, 7.55347
108.2, 7.181961, 7.28858, 7.552681
108.3, 7.1808, 7.286646, 7.552791
108.4, 7.18122, 7.287891, 7.552516
108.5, 7.181716, 7.287026, 7.551516
108.6, 7.181541, 7.283708, 7.553155
108.7, 7.182042, 7.286197, 7.554679
108.8, 7.182738, 7.285112, 7.552386
108.9, 7.183644, 7.286072, 7.551961
109, 7.181916, 7.287311, 7.552876
109.1, 7.180139, 7.290129, 7.550087
109.2, 7.181291, 7.287576, 7.55406
109.3, 7.183173, 7.287051, 7.551322
109.4, 7.18112, 7.288415, 7.55342
109.5, 7.182082, 7.287391, 7.552946
109.6, 7.183198, 7.286397, 7.550792
109.7, 7.183373, 7.287091, 7.544341
109.8, 7.180464, 7.287061, 7.547249
109.9, 7.183328, 7.286796, 7.550477
110, 7.180835, 7.286557, 7.54631
110.1, 7.182157, 7.286631, 7.547544
110.2, 7.181506, 7.284673, 7.546999
110.3, 7.181546, 7.285532, 7.545885
110.4, 7.182717, 7.288685, 7.548408
110.5, 7.184335, 7.287406, 7.548418
110.6, 7.182592, 7.287086, 7.545965
110.7, 7.182637, 7.286207, 7.548928
110.8, 7.177515, 7.284138, 7.544476
110.9, 7.179022, 7.282019, 7.548118
111, 7.175728, 7.281739, 7.548443
111.1, 7.175152, 7.281185, 7.546939
111.2, 7.176549, 7.284068, 7.54593
111.3, 7.175482, 7.28046, 7.547524
111.4, 7.177821, 7.283823, 7.54631
111.5, 7.176504, 7.282514, 7.546734
111.6, 7.175978, 7.281844, 7.545775
111.7, 7.175217, 7.286182, 7.547114
111.8, 7.176985, 7.280975, 7.546699
111.9, 7.178437, 7.282734, 7.547219
112, 7.17725, 7.282389, 7.546654
112.1, 7.177505, 7.282189, 7.547299
112.2, 7.178992, 7.28028, 7.546335
112.3, 7.178146, 7.281694, 7.546514
112.4, 7.172348, 7.281734, 7.547124
112.5, 7.175517, 7.282484, 7.547164
112.6, 7.176434, 7.28075, 7.546629
112.7, 7.176524, 7.281819, 7.547919
112.8, 7.175553, 7.282379, 7.548228
112.9, 7.176108, 7.281924, 7.543711
113, 7.175342, 7.281445, 7.540498
113.1, 7.175648, 7.28123, 7.541597
113.2, 7.175257, 7.280625, 7.543201
113.3, 7.176013, 7.281255, 7.541922
113.4, 7.176849, 7.28161, 7.543101
113.5, 7.173059, 7.281934, 7.544471
113.6, 7.171011, 7.283303, 7.543101
113.7, 7.171472, 7.282664, 7.542897
113.8, 7.175688, 7.281969, 7.543296
113.9, 7.169289, 7.286017, 7.543081
114, 7.17339, 7.282804, 7.542377
114.1, 7.172128, 7.282514, 7.543116
114.2, 7.172709, 7.284268, 7.541767
114.3, 7.170726, 7.282214, 7.542747
114.4, 7.17024, 7.281045, 7.540488
114.5, 7.173425, 7.279196, 7.540643
114.6, 7.172378, 7.277797, 7.540243
114.7, 7.170846, 7.275628, 7.543002
114.8, 7.16998, 7.275963, 7.541552
114.9, 7.171792, 7.274414, 7.541393
115, 7.171262, 7.277227, 7.543296
115.1, 7.174721, 7.277157, 7.541772
115.2, 7.171136, 7.275703, 7.542902
115.3, 7.171387, 7.274859, 7.540978
115.4, 7.171467, 7.278416, 7.541647
115.5, 7.168833, 7.278152, 7.542237
115.6, 7.170551, 7.277417, 7.544471
115.7, 7.170335, 7.274584, 7.542582
115.8, 7.171907, 7.277562, 7.542137
115.9, 7.173905, 7.276338, 7.541767
116, 7.172653, 7.277492, 7.541757
116.1, 7.173705, 7.276013, 7.541772
116.2, 7.17016, 7.275973, 7.542912
116.3, 7.167536, 7.277827, 7.542657
116.4, 7.166365, 7.276323, 7.543256
116.5, 7.169254, 7.277132, 7.542982
116.6, 7.167611, 7.278042, 7.543496
116.7, 7.165799, 7.276203, 7.543521
116.8, 7.167291, 7.272865, 7.544775
116.9, 7.164697, 7.272945, 7.543201
117, 7.167321, 7.273379, 7.543746
117.1, 7.166275, 7.271046, 7.541797
117.2, 7.166014, 7.27286, 7.53771
117.3, 7.167511, 7.27285, 7.535546
117.4, 7.16622, 7.270266, 7.538045
117.5, 7.16678, 7.271361, 7.53688
117.6, 7.16645, 7.270766, 7.538114
117.7, 7.167316, 7.271166, 7.537055
117.8, 7.165794, 7.27203, 7.537605
117.9, 7.167431, 7.270396, 7.538239
118, 7.164387, 7.269447, 7.535276
118.1, 7.169439, 7.269137, 7.538095
118.2, 7.164702, 7.269667, 7.539564
118.3, 7.165504, 7.271056, 7.537505
118.4, 7.165714, 7.271186, 7.539509
118.5, 7.167306, 7.271451, 7.53752
118.6, 7.168403, 7.270141, 7.539509
118.7, 7.167226, 7.270661, 7.539094
118.8, 7.165689, 7.27244, 7.536935
118.9, 7.166805, 7.271031, 7.536585
119, 7.16657, 7.26358, 7.53697
119.1, 7.16647, 7.264925, 7.53794
119.2, 7.16681, 7.266599, 7.538969
119.3, 7.167456, 7.266589, 7.538829
119.4, 7.166605, 7.266629, 7.53773
119.5, 7.167131, 7.26507, 7.53783
119.6, 7.165448, 7.268033, 7.538754
119.7, 7.165784, 7.267333, 7.539759
119.8, 7.167166, 7.266659, 7.536136
119.9, 7.167787, 7.26444, 7.538124
120, 7.167126, 7.265349, 7.53667
120.1, 7.166465, 7.266349, 7.53679
120.2, 7.16316, 7.266144, 7.538969
120.3, 7.164988, 7.265364, 7.538834
120.4, 7.159751, 7.265249, 7.53683
120.5, 7.161513, 7.26474, 7.538989
120.6, 7.162249, 7.263685, 7.536196
120.7, 7.159986, 7.266514, 7.537425
120.8, 7.161368, 7.264755, 7.533667
120.9, 7.161663, 7.265909, 7.531279
121, 7.165468, 7.267448, 7.532838
121.1, 7.160822, 7.26488, 7.532993
121.2, 7.160336, 7.265634, 7.530384
121.3, 7.162499, 7.264705, 7.532133
121.4, 7.162304, 7.265939, 7.532068
121.5, 7.16321, 7.260617, 7.533167
121.6, 7.158989, 7.260597, 7.535761
121.7, 7.162209, 7.260877, 7.534017
121.8, 7.160912, 7.260462, 7.532853
121.9, 7.161448, 7.260432, 7.532878
122, 7.160186, 7.261047, 7.531773
122.1, 7.162029, 7.261192, 7.533402
122.2, 7.1593, 7.260412, 7.531194
122.3, 7.161203, 7.259033, 7.532288
122.4, 7.162079, 7.263266, 7.531918
122.5, 7.162224, 7.258583, 7.530209
122.6, 7.159961, 7.260043, 7.532688
122.7, 7.161518, 7.263625, 7.533392
122.8, 7.161363, 7.258528, 7.533162
122.9, 7.163506, 7.260937, 7.531044
123, 7.161188, 7.259333, 7.533507
123.1, 7.161909, 7.258688, 7.531968
123.2, 7.160291, 7.261297, 7.531094
123.3, 7.160421, 7.261297, 7.531558
123.4, 7.163891, 7.258468, 7.530719
123.5, 7.160557, 7.260682, 7.532523
123.6, 7.160026, 7.25649, 7.534777
123.7, 7.15565, 7.260167, 7.535841
123.8, 7.156751, 7.254711, 7.532838
123.9, 7.154688, 7.254861, 7.532183
124, 7.157547, 7.254601, 7.532393
124.1, 7.158384, 7.255995, 7.532448
124.2, 7.156346, 7.255335, 7.530524
124.3, 7.154483, 7.255885, 7.533162
124.4, 7.15574, 7.255086, 7.531633
124.5, 7.156947, 7.256844, 7.531149
124.6, 7.15544, 7.254286, 7.532013
124.7, 7.154989, 7.25585, 7.526946
124.8, 7.155865, 7.255745, 7.525687
124.9, 7.156311, 7.253946, 7.527141
125, 7.158929, 7.255785, 7.527486
125.1, 7.15588, 7.256475, 7.529795
125.2, 7.154508, 7.254941, 7.526517
125.3, 7.156586, 7.255535, 7.527331
125.4, 7.155284, 7.253996, 7.526152
125.5, 7.154388, 7.254796, 7.528915
125.6, 7.155394, 7.253686, 7.527146
125.7, 7.157032, 7.25526, 7.527476
125.8, 7.154894, 7.254196, 7.527936
125.9, 7.153221, 7.257299, 7.526931
126, 7.156861, 7.251293, 7.526357
126.1, 7.157382, 7.251932, 7.524753
126.2, 7.155735, 7.251033, 7.527681
126.3, 7.154588, 7.247875, 7.527751
126.4, 7.154538, 7.249974, 7.527816
126.5, 7.156541, 7.24798, 7.52914
126.6, 7.154473, 7.250888, 7.527846
126.7, 7.153677, 7.248619, 7.527221
126.8, 7.152545, 7.253127, 7.526327
126.9, 7.154493, 7.24834, 7.526107
127, 7.149717, 7.250428, 7.525302
127.1, 7.153732, 7.252132, 7.524808
127.2, 7.150618, 7.246726, 7.527886
127.3, 7.154413, 7.252362, 7.525847
127.4, 7.151359, 7.248984, 7.529035
127.5, 7.153647, 7.249249, 7.525367
127.6, 7.152055, 7.248599, 7.525332
127.7, 7.147168, 7.250348, 7.526467
127.8, 7.15199, 7.249349, 7.527371
127.9, 7.151764, 7.249034, 7.52967
128, 7.149156, 7.249464, 7.525097
128.1, 7.148375, 7.251852, 7.52089
128.2, 7.150558, 7.250368, 7.522789
128.3, 7.150022, 7.247045, 7.522904
128.4, 7.150568, 7.250638, 7.524528
128.5, 7.153467, 7.251962, 7.522939
128.6, 7.151224, 7.249834, 7.522674
128.7, 7.151634, 7.249699, 7.523458
128.8, 7.150903, 7.24846, 7.522744
128.9, 7.151229, 7.243428, 7.520895
129, 7.151304, 7.244092, 7.52123
129.1, 7.151429, 7.242668, 7.523403
129.2, 7.150317, 7.245481, 7.521115
129.3, 7.152826, 7.244467, 7.52155
129.4, 7.152576, 7.246476, 7.52099
129.5, 7.148775, 7.246306, 7.520785
129.6, 7.15236, 7.245122, 7.520265
129.7, 7.151048, 7.245531, 7.521869
129.8, 7.149732, 7.244032, 7.52084
129.9, 7.152991, 7.244937, 7.522594
